participantId,trialId,trialOrder,responseId,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_mapType
"125cc5d4-9fd3-4d51-a6aa-b22b96b93bdc","trial-spike","14","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"125cc5d4-9fd3-4d51-a6aa-b22b96b93bdc","trial-bubble","15","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.990Z","28.57","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Bubble"
"125cc5d4-9fd3-4d51-a6aa-b22b96b93bdc","trial-bubble","15","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"125cc5d4-9fd3-4d51-a6aa-b22b96b93bdc","trial-bubble","16","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.990Z","28.57","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Bubble"
"125cc5d4-9fd3-4d51-a6aa-b22b96b93bdc","trial-bubble","16","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"125cc5d4-9fd3-4d51-a6aa-b22b96b93bdc","trial-hexbin","17","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.990Z","28.57","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Hexbin"
"125cc5d4-9fd3-4d51-a6aa-b22b96b93bdc","trial-hexbin","17","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"125cc5d4-9fd3-4d51-a6aa-b22b96b93bdc","trial-bubble","18","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.990Z","28.57","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Bubble"
"125cc5d4-9fd3-4d51-a6aa-b22b96b93bdc","trial-bubble","18","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"125cc5d4-9fd3-4d51-a6aa-b22b96b93bdc","trial-hexbin","19","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.990Z","28.57","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Hexbin"
"125cc5d4-9fd3-4d51-a6aa-b22b96b93bdc","trial-hexbin","19","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"125cc5d4-9fd3-4d51-a6aa-b22b96b93bdc","trial-spike","20","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.990Z","28.57","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Spike"
"125cc5d4-9fd3-4d51-a6aa-b22b96b93bdc","trial-spike","20","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","introduction","0","","completed","undefined","undefined","undefined","100.00","undefined","undefined","undefined","undefined","210519","210519","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","introduction","0","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-bubble","1","bubble-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","5","undefined","43164","43164","Bubble"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-bubble","1","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","15","undefined","43164","43164","Bubble"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-bubble","1","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":31,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-bubble","2","bubble-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","20","undefined","11660","11660","Bubble"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-bubble","2","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","35","undefined","11660","11660","Bubble"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-bubble","2","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":4,""keydown"":4,""keyup"":3,""mousemove"":22,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-hexbin","3","hexbin-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is Region A than Region B?","15","undefined","50487","50487","Hexbin"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-hexbin","3","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","15","undefined","50487","50487","Hexbin"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-hexbin","3","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":28,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-spike","4","spike-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","20","undefined","40141","40141","Spike"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-spike","4","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","20","undefined","40141","40141","Spike"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-spike","4","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":1,""keydown"":2,""keyup"":1,""mousemove"":18,""mousedown"":1,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-choropleth","5","choropleth-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is State A than State B?","0","undefined","27668","27668","Choropleth"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-choropleth","5","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","0","undefined","27668","27668","Choropleth"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-choropleth","5","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":18,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-spike","6","spike-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","20","undefined","43157","43157","Spike"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-spike","6","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","40","undefined","43157","43157","Spike"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-spike","6","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":2,""keydown"":2,""keyup"":1,""mousemove"":37,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-hexbin","7","hexbin-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is Region A than Region B?","10","undefined","21263","21263","Hexbin"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-hexbin","7","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","10","undefined","21263","21263","Hexbin"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-hexbin","7","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":14,""mousedown"":1,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-spike","8","spike-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","40","undefined","39273","39273","Spike"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-spike","8","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","30","undefined","39273","39273","Spike"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-spike","8","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":18,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-hexbin","9","hexbin-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is Region A than Region B?","15","undefined","24114","24114","Hexbin"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-hexbin","9","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","15","undefined","24114","24114","Hexbin"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-hexbin","9","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":17,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-bubble","10","bubble-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","0","undefined","15156","15156","Bubble"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-bubble","10","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","0","undefined","15156","15156","Bubble"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-bubble","10","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":16,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-hexbin","11","hexbin-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is Region A than Region B?","20","undefined","21207","21207","Hexbin"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-hexbin","11","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","30","undefined","21207","21207","Hexbin"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-hexbin","11","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":28,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-choropleth","12","choropleth-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is State A than State B?","30","undefined","27940","27940","Choropleth"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-choropleth","12","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","30","undefined","27940","27940","Choropleth"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-choropleth","12","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":2,""keyup"":1,""mousemove"":25,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-choropleth","13","choropleth-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is State A than State B?","10","undefined","17894","17894","Choropleth"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-choropleth","13","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","5","undefined","17894","17894","Choropleth"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-choropleth","13","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":30,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-spike","14","spike-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","40","undefined","19858","19858","Spike"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-spike","14","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","35","undefined","19858","19858","Spike"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-spike","14","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":2,""keyup"":1,""mousemove"":25,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-choropleth","15","choropleth-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is State A than State B?","0","undefined","8444","8444","Choropleth"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-choropleth","15","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","0","undefined","8444","8444","Choropleth"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-choropleth","15","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":16,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-spike","16","spike-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","0","undefined","10557","10557","Spike"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-spike","16","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","5","undefined","10557","10557","Spike"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-spike","16","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":16,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-hexbin","17","hexbin-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is Region A than Region B?","0","undefined","7695","7695","Hexbin"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-hexbin","17","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","0","undefined","7695","7695","Hexbin"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-hexbin","17","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":17,""mousedown"":1,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-bubble","18","bubble-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","20","undefined","11960","11960","Bubble"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-bubble","18","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","20","undefined","11960","11960","Bubble"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-bubble","18","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":16,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-choropleth","19","choropleth-response","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","How much larger is State A than State B?","5","undefined","15289","15289","Choropleth"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-choropleth","19","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which region has a larger population.","undefined","10","undefined","15289","15289","Choropleth"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-choropleth","19","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":13,""mousedown"":1,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-bubble","20","bubble-response","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","How much larger is City A than City B?","20","undefined","18113","18113","Bubble"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-bubble","20","groundTruth","completed","undefined","undefined","undefined","100.00","Identify which city has a larger population.","undefined","25","undefined","18113","18113","Bubble"
"18f1f770-f7c5-47fb-88c1-5535c6c1ab61","trial-bubble","20","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":27,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","introduction","0","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.967Z","4.76","undefined","undefined","undefined","undefined","3199","3199","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","introduction","0","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":20,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-hexbin","1","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.967Z","4.76","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Hexbin"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-hexbin","1","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-choropleth","2","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.967Z","4.76","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Choropleth"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-choropleth","2","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-spike","3","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.967Z","4.76","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Spike"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-spike","3","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-hexbin","4","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.967Z","4.76","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Hexbin"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-hexbin","4","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-spike","5","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.967Z","4.76","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Spike"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-spike","5","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-spike","6","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.967Z","4.76","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Spike"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-spike","6","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-spike","7","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.967Z","4.76","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Spike"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-spike","7","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-choropleth","8","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.967Z","4.76","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Choropleth"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-choropleth","8","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-choropleth","9","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.967Z","4.76","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Choropleth"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-choropleth","9","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-hexbin","10","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.967Z","4.76","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Hexbin"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-hexbin","10","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-bubble","11","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.967Z","4.76","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Bubble"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-bubble","11","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-choropleth","12","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.967Z","4.76","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Choropleth"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-choropleth","12","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-bubble","13","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.967Z","4.76","Identify which city has a larger population.","undefined","undefined","undefined","undefined","undefined","Bubble"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-bubble","13","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined"
"1fb7df65-70c9-462a-8237-8df09a5a6579","trial-hexbin","14","","rejected","Rejected by admin","undefined","2026-02-20T00:49:06.967Z","4.76","Identify which region has a larger population.","undefined","undefined","undefined","undefined","undefined","Hexbin"
